source,label,corpus,role,alpha,score,correction,n_points,n_patients,prevalence,n_positive,coverage_mean,coverage_sd,coverage_diagnosis_mean,coverage_diagnosis_sd,coverage_no_diagnosis_mean,coverage_no_diagnosis_sd,mean_set_size_mean,mean_set_size_sd,threshold_no_diagnosis_mean,threshold_diagnosis_mean,threshold_diagnosis_n_infinite,n_draws_target_prior_unidentified,calibration_n_mean,calibration_effective_size_mean,n_draws
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,lac,none,2000,1710,0.0755,151,0.9002,0.0161,0.3188,0.0712,0.9475,0.0111,0.9043,0.0165,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.1,lac,none,8000,6937,0.06875,550,0.8923,0.0083,0.2577,0.0451,0.9391,0.0056,0.8968,0.0089,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.1,lac,none,8000,7671,0.027,216,0.9615,0.0031,0.3493,0.045,0.9785,0.0019,0.9622,0.0032,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.1,lac,none,7983,7983,0.04021,321,0.7258,0.0065,0.1591,0.0327,0.7495,0.0054,0.7551,0.0118,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.1,lac,none,4115,4115,0.05225,215,0.8454,0.0102,0.2036,0.0306,0.8807,0.0091,0.8563,0.0116,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.1,lac,none,4124,4124,0.13312,549,0.8222,0.0135,0.2425,0.0414,0.9112,0.0093,0.833,0.0142,0.04164,0.04164,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,1710,0.0755,151,0.8997,0.0153,0.9058,0.0434,0.8992,0.0166,0.9153,0.0149,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.1,lac,mondrian,8000,6937,0.06875,550,0.8836,0.0077,0.8932,0.0302,0.8829,0.0082,0.9024,0.0092,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.1,lac,mondrian,8000,7671,0.027,216,0.9572,0.0034,0.928,0.0212,0.958,0.0035,0.9628,0.0039,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.04021,321,0.7166,0.0061,0.9238,0.0427,0.708,0.0063,0.8878,0.0167,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.1,lac,mondrian,4115,4115,0.05225,215,0.8106,0.0085,0.775,0.0531,0.8126,0.0089,0.8536,0.0137,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.1,lac,mondrian,4124,4124,0.13312,549,0.8412,0.01,0.8556,0.0344,0.839,0.0109,0.8748,0.0124,0.01365,0.59631,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,1710,0.0755,151,0.9002,0.0129,0.3165,0.0818,0.9474,0.0102,0.9045,0.0134,0.04165,0.04174,0,0,1000.8,996.3,200
ptbxl,AF,ptbxl,home,0.1,lac,weighted,8000,6937,0.06875,550,0.8871,0.0071,0.228,0.0378,0.9358,0.0049,0.8912,0.0077,0.03737,0.0373,0,0,1000.8,998.9,200
ptbxl,AF,sph,away,0.1,lac,weighted,8000,7671,0.027,216,0.9419,0.0043,0.1465,0.0303,0.9639,0.0036,0.9423,0.0043,0.01713,0.01687,0,0,1000.8,952.7,200
ptbxl,AF,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.04021,321,0.7737,0.0068,0.4884,0.0496,0.7856,0.0051,0.8608,0.0157,0.14818,0.15193,0,0,1000.8,801.3,200
ptbxl,AF,georgia,away,0.1,lac,weighted,4115,4115,0.05225,215,0.8353,0.0086,0.1717,0.0273,0.8719,0.0076,0.8449,0.0097,0.03533,0.03518,0,0,1000.8,997.9,200
ptbxl,AF,cpsc,away,0.1,lac,weighted,4124,4124,0.13312,549,0.8751,0.0091,0.4388,0.0412,0.9421,0.0042,0.8903,0.0107,0.09255,0.09386,0,0,1000.8,947.1,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,aps,none,2000,1710,0.0755,151,0.8999,0.0125,0.8988,0.0304,0.9,0.013,0.9419,0.0149,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.1,aps,none,8000,6937,0.06875,550,0.9017,0.0102,0.8982,0.0113,0.902,0.0105,0.9475,0.0126,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.1,aps,none,8000,7671,0.027,216,0.9041,0.0101,0.9216,0.0172,0.9036,0.0102,0.9192,0.0111,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.1,aps,none,7983,7983,0.04021,321,0.8205,0.0124,0.9412,0.0124,0.8154,0.0126,1.0246,0.0166,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.1,aps,none,4115,4115,0.05225,215,0.8908,0.0106,0.8138,0.0158,0.8951,0.0108,0.9693,0.0139,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.1,aps,none,4124,4124,0.13312,549,0.8929,0.0107,0.8703,0.0121,0.8964,0.0111,0.9762,0.0144,0.90292,0.90292,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,1710,0.0755,151,0.9006,0.0126,0.9033,0.0455,0.9004,0.0136,0.9447,0.0156,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.1,aps,mondrian,8000,6937,0.06875,550,0.9024,0.0102,0.904,0.0314,0.9022,0.0109,0.9512,0.0139,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.1,aps,mondrian,8000,7671,0.027,216,0.9045,0.0103,0.9283,0.0348,0.9038,0.0106,0.9207,0.0113,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.04021,321,0.821,0.0127,0.9461,0.028,0.8157,0.0133,1.0295,0.0193,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.1,aps,mondrian,4115,4115,0.05225,215,0.8913,0.0107,0.8202,0.0361,0.8953,0.0113,0.975,0.018,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.1,aps,mondrian,4124,4124,0.13312,549,0.8941,0.0106,0.8772,0.0357,0.8967,0.0115,0.9807,0.017,0.90315,0.91068,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,1710,0.0755,151,0.9001,0.0126,0.899,0.0299,0.9002,0.0131,0.9421,0.0151,0.90312,0.9031,0,0,1000.8,996.3,200
ptbxl,AF,ptbxl,home,0.1,aps,weighted,8000,6937,0.06875,550,0.9019,0.0103,0.8983,0.0113,0.9022,0.0105,0.9477,0.0127,0.9031,0.90293,0,0,1000.8,998.9,200
ptbxl,AF,sph,away,0.1,aps,weighted,8000,7671,0.027,216,0.9043,0.0104,0.9211,0.0176,0.9039,0.0105,0.9195,0.0115,0.90318,0.9025,0,0,1000.8,952.7,200
ptbxl,AF,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.04021,321,0.8208,0.0127,0.9426,0.0124,0.8157,0.013,1.0255,0.0171,0.90309,0.90488,0,0,1000.8,801.3,200
ptbxl,AF,georgia,away,0.1,aps,weighted,4115,4115,0.05225,215,0.891,0.0107,0.8138,0.0159,0.8952,0.0109,0.9695,0.014,0.90309,0.90293,0,0,1000.8,997.9,200
ptbxl,AF,cpsc,away,0.1,aps,weighted,4124,4124,0.13312,549,0.8933,0.0107,0.8714,0.0122,0.8966,0.0111,0.9768,0.0144,0.9031,0.90405,0,0,1000.8,947.1,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,lac,none,2000,1710,0.0755,151,0.9504,0.0119,0.6391,0.0837,0.9758,0.0062,0.9608,0.0118,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.05,lac,none,8000,6937,0.06875,550,0.9449,0.0053,0.6119,0.0474,0.9694,0.0023,0.9542,0.0062,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.05,lac,none,8000,7671,0.027,216,0.9814,0.0018,0.696,0.0318,0.9893,0.001,0.9837,0.0022,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.05,lac,none,7983,7983,0.04021,321,0.7766,0.0069,0.5043,0.0522,0.7881,0.005,0.8666,0.0161,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.05,lac,none,4115,4115,0.05225,215,0.9071,0.0069,0.4492,0.0372,0.9323,0.0052,0.9281,0.009,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.05,lac,none,4124,4124,0.13312,549,0.9025,0.0071,0.5705,0.0361,0.9534,0.0027,0.9235,0.0089,0.15986,0.15986,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,lac,mondrian,2000,1710,0.0755,151,0.95,0.0115,0.9545,0.0302,0.9496,0.0124,0.9942,0.0237,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.05,lac,mondrian,8000,6937,0.06875,550,0.9419,0.0055,0.9564,0.0164,0.9408,0.0059,0.9939,0.0255,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.05,lac,mondrian,8000,7671,0.027,216,0.9791,0.002,0.9817,0.0153,0.9791,0.0021,0.9977,0.0094,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.05,lac,mondrian,7983,7983,0.04021,321,0.7608,0.0057,0.9902,0.0113,0.7512,0.0059,0.9886,0.0278,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.05,lac,mondrian,4115,4115,0.05225,215,0.8839,0.0094,0.8878,0.0267,0.8837,0.0099,0.9868,0.0397,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.05,lac,mondrian,4124,4124,0.13312,549,0.9172,0.0092,0.9354,0.0203,0.9145,0.0104,0.9917,0.0331,0.0442,0.8971,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,lac,weighted,2000,1710,0.0755,151,0.9501,0.0096,0.6349,0.0849,0.9755,0.0053,0.9605,0.0096,0.15799,0.15797,0,0,1000.8,996.3,200
ptbxl,AF,ptbxl,home,0.05,lac,weighted,8000,6937,0.06875,550,0.9424,0.0043,0.5898,0.0401,0.9685,0.0017,0.9513,0.005,0.14803,0.14784,0,0,1000.8,998.9,200
ptbxl,AF,sph,away,0.05,lac,weighted,8000,7671,0.027,216,0.9675,0.0029,0.4412,0.0491,0.9821,0.0016,0.9685,0.0031,0.06007,0.05839,0,0,1000.8,952.7,200
ptbxl,AF,chapman_ningbo,away,0.05,lac,weighted,7983,7983,0.04021,321,0.811,0.0098,0.7715,0.0557,0.8127,0.008,0.9483,0.0218,0.33746,0.35207,0,0,1000.8,801.3,200
ptbxl,AF,georgia,away,0.05,lac,weighted,4115,4115,0.05225,215,0.9024,0.0051,0.4252,0.0261,0.9288,0.004,0.922,0.0066,0.14208,0.14163,0,0,1000.8,997.9,200
ptbxl,AF,cpsc,away,0.05,lac,weighted,4124,4124,0.13312,549,0.922,0.007,0.6718,0.0366,0.9605,0.0026,0.9503,0.0104,0.25024,0.2556,0,0,1000.8,947.1,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,aps,none,2000,1710,0.0755,151,0.9506,0.0096,0.9347,0.0232,0.9519,0.0098,1.0121,0.014,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.05,aps,none,8000,6937,0.06875,550,0.9511,0.0069,0.9359,0.0078,0.9522,0.007,1.0187,0.0114,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.05,aps,none,8000,7671,0.027,216,0.9536,0.007,0.9625,0.0124,0.9533,0.007,0.9768,0.0087,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.05,aps,none,7983,7983,0.04021,321,0.8909,0.0109,0.9744,0.008,0.8874,0.0112,1.123,0.0159,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.05,aps,none,4115,4115,0.05225,215,0.9414,0.0073,0.8559,0.0118,0.9461,0.0074,1.0467,0.0129,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.05,aps,none,4124,4124,0.13312,549,0.9437,0.0073,0.9155,0.0081,0.9481,0.0076,1.0586,0.0141,0.95257,0.95257,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,aps,mondrian,2000,1710,0.0755,151,0.9513,0.0094,0.9543,0.0305,0.951,0.0102,1.0386,0.0357,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl,home,0.05,aps,mondrian,8000,6937,0.06875,550,0.9515,0.0069,0.9542,0.0196,0.9513,0.0073,1.0469,0.0351,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,sph,away,0.05,aps,mondrian,8000,7671,0.027,216,0.9532,0.0071,0.9791,0.0194,0.9525,0.0073,0.9876,0.019,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,chapman_ningbo,away,0.05,aps,mondrian,7983,7983,0.04021,321,0.89,0.0112,0.9864,0.0137,0.886,0.0117,1.1509,0.0341,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,georgia,away,0.05,aps,mondrian,4115,4115,0.05225,215,0.9422,0.0074,0.8866,0.0302,0.9453,0.0077,1.0875,0.0436,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,cpsc,away,0.05,aps,mondrian,4124,4124,0.13312,549,0.9454,0.0074,0.9341,0.0212,0.9472,0.008,1.0952,0.0423,0.95173,0.97402,0,0,1000.8,1000.8,200
ptbxl,AF,ptbxl-calibration-holdout,calibration holdout,0.05,aps,weighted,2000,1710,0.0755,151,0.9506,0.0095,0.9347,0.0232,0.9519,0.0097,1.0122,0.014,0.9526,0.95262,0,0,1000.8,996.3,200
ptbxl,AF,ptbxl,home,0.05,aps,weighted,8000,6937,0.06875,550,0.951,0.0069,0.9358,0.0078,0.9521,0.007,1.0185,0.0113,0.95249,0.95242,0,0,1000.8,998.9,200
ptbxl,AF,sph,away,0.05,aps,weighted,8000,7671,0.027,216,0.9529,0.0071,0.9613,0.0123,0.9527,0.0071,0.9758,0.0088,0.95191,0.9511,0,0,1000.8,952.7,200
ptbxl,AF,chapman_ningbo,away,0.05,aps,weighted,7983,7983,0.04021,321,0.8941,0.0118,0.9765,0.008,0.8906,0.0122,1.129,0.0178,0.95444,0.9562,0,0,1000.8,801.3,200
ptbxl,AF,georgia,away,0.05,aps,weighted,4115,4115,0.05225,215,0.9413,0.0073,0.8556,0.0117,0.946,0.0074,1.0464,0.0128,0.95248,0.95228,0,0,1000.8,997.9,200
ptbxl,AF,cpsc,away,0.05,aps,weighted,4124,4124,0.13312,549,0.9448,0.0072,0.9169,0.0078,0.949,0.0076,1.0612,0.0145,0.95351,0.95426,0,0,1000.8,947.1,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,lac,none,2000,1710,0.023,46,0.7995,0.0206,0.0212,0.0219,0.8185,0.0202,0.7995,0.0206,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.2,lac,none,8000,6937,0.027,216,0.7946,0.0096,0.0,0.0,0.8167,0.0099,0.795,0.0096,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.2,lac,none,8000,7671,0.00287,23,0.9416,0.0048,0.0,0.0,0.9444,0.0048,0.9416,0.0048,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,lac,none,7983,7983,0.01015,81,0.8027,0.0097,0.0123,0.0,0.8108,0.0098,0.8038,0.0099,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.2,lac,none,4115,4115,0.02187,90,0.7862,0.0088,0.0,0.0,0.8038,0.009,0.7869,0.0088,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.2,lac,none,4124,4124,0.0274,113,0.7941,0.0095,0.0088,0.0,0.8162,0.0097,0.7963,0.0095,0.00067,0.00067,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,lac,mondrian,2000,1710,0.023,46,0.8014,0.0206,0.8249,0.1151,0.8008,0.0207,0.8059,0.0208,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.2,lac,mondrian,8000,6937,0.027,216,0.7982,0.0117,0.7843,0.0834,0.7986,0.0116,0.8033,0.0126,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.2,lac,mondrian,8000,7671,0.00287,23,0.9357,0.0054,0.8991,0.0806,0.9358,0.0054,0.9359,0.0054,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,lac,mondrian,7983,7983,0.01015,81,0.7899,0.0121,0.5254,0.0561,0.7926,0.0121,0.7943,0.0129,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.2,lac,mondrian,4115,4115,0.02187,90,0.7845,0.0103,0.6581,0.0587,0.7873,0.0104,0.7917,0.0112,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.2,lac,mondrian,4124,4124,0.0274,113,0.7923,0.0114,0.576,0.0592,0.7984,0.0116,0.7968,0.0118,0.00059,0.83648,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,lac,weighted,2000,1710,0.023,46,0.8019,0.0199,0.0212,0.0219,0.8209,0.0206,0.8019,0.0199,0.00069,0.00069,0,0,1000.8,995.0,200
ptbxl,LBBB,ptbxl,home,0.2,lac,weighted,8000,6937,0.027,216,0.7963,0.0091,0.0,0.0,0.8184,0.0094,0.7967,0.0091,0.00068,0.00068,0,0,1000.8,999.0,200
ptbxl,LBBB,sph,away,0.2,lac,weighted,8000,7671,0.00287,23,0.9623,0.033,0.43,0.4963,0.9638,0.0317,1.3923,0.5292,0.00059,0.00059,86,86,1000.8,982.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,lac,weighted,7983,7983,0.01015,81,0.7898,0.0116,0.0123,0.0,0.7977,0.0117,0.7906,0.0118,0.00061,0.00061,0,0,1000.8,988.1,200
ptbxl,LBBB,georgia,away,0.2,lac,weighted,4115,4115,0.02187,90,0.7837,0.0093,0.0,0.0,0.8012,0.0095,0.7845,0.0093,0.00066,0.00066,0,0,1000.8,999.1,200
ptbxl,LBBB,cpsc,away,0.2,lac,weighted,4124,4124,0.0274,113,0.7914,0.01,0.0088,0.0006,0.8134,0.0103,0.7935,0.01,0.00066,0.00066,0,0,1000.8,999.1,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,aps,none,2000,1710,0.023,46,0.8004,0.0183,0.6798,0.0874,0.8033,0.0182,0.8103,0.0185,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.2,aps,none,8000,6937,0.027,216,0.7999,0.0137,0.6253,0.0197,0.8048,0.0138,0.8133,0.0141,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.2,aps,none,8000,7671,0.00287,23,0.8039,0.014,0.6889,0.0703,0.8042,0.014,0.8049,0.014,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,aps,none,7983,7983,0.01015,81,0.8006,0.0139,0.4153,0.0281,0.8046,0.0139,0.8077,0.0141,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.2,aps,none,4115,4115,0.02187,90,0.7969,0.0141,0.5231,0.0274,0.8031,0.0142,0.811,0.0145,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.2,aps,none,4124,4124,0.0274,113,0.7935,0.0147,0.4417,0.0247,0.8034,0.0149,0.808,0.0149,0.80393,0.80393,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,1710,0.023,46,0.8009,0.0181,0.8231,0.1195,0.8003,0.0185,0.8142,0.019,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.2,aps,mondrian,8000,6937,0.027,216,0.8014,0.0139,0.79,0.079,0.8017,0.0143,0.8187,0.0149,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.2,aps,mondrian,8000,7671,0.00287,23,0.8013,0.0141,0.8759,0.0887,0.8011,0.0142,0.8026,0.0142,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.01015,81,0.7988,0.014,0.5338,0.0655,0.8016,0.0141,0.8094,0.0147,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.2,aps,mondrian,4115,4115,0.02187,90,0.7971,0.0142,0.6614,0.0739,0.8002,0.0145,0.8155,0.0153,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.2,aps,mondrian,4124,4124,0.0274,113,0.7944,0.0148,0.5827,0.0694,0.8003,0.0151,0.8104,0.0153,0.80085,0.94158,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,1710,0.023,46,0.8014,0.0184,0.6808,0.0881,0.8043,0.0183,0.8114,0.0187,0.80491,0.80499,0,0,1000.8,995.0,200
ptbxl,LBBB,ptbxl,home,0.2,aps,weighted,8000,6937,0.027,216,0.8006,0.0137,0.6259,0.0196,0.8054,0.0138,0.8139,0.0142,0.80454,0.80471,0,0,1000.8,999.0,200
ptbxl,LBBB,sph,away,0.2,aps,weighted,8000,7671,0.00287,23,0.8856,0.1001,0.8174,0.1679,0.8858,0.0999,1.3162,0.5955,0.7996,0.79886,86,86,1000.8,982.8,200
ptbxl,LBBB,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.01015,81,0.7985,0.0139,0.414,0.0284,0.8025,0.0139,0.8056,0.0141,0.80182,0.8012,0,0,1000.8,988.1,200
ptbxl,LBBB,georgia,away,0.2,aps,weighted,4115,4115,0.02187,90,0.7966,0.0141,0.5229,0.0275,0.8027,0.0142,0.8106,0.0145,0.80352,0.80345,0,0,1000.8,999.1,200
ptbxl,LBBB,cpsc,away,0.2,aps,weighted,4124,4124,0.0274,113,0.7931,0.0147,0.4414,0.0249,0.803,0.0148,0.8076,0.0149,0.80352,0.80345,0,0,1000.8,999.1,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.1,lac,none,2000,1710,0.023,46,0.8976,0.0164,0.0221,0.0229,0.9189,0.0151,0.8976,0.0165,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.1,lac,none,8000,6937,0.027,216,0.8926,0.0084,0.0132,0.0017,0.917,0.0086,0.8932,0.0085,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.1,lac,none,8000,7671,0.00287,23,0.9798,0.0033,0.0,0.0,0.9827,0.0033,0.9798,0.0033,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.1,lac,none,7983,7983,0.01015,81,0.9059,0.0084,0.0126,0.0017,0.915,0.0084,0.9075,0.0084,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.1,lac,none,4115,4115,0.02187,90,0.884,0.008,0.0,0.0,0.9038,0.0082,0.8857,0.008,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.1,lac,none,4124,4124,0.0274,113,0.8917,0.0082,0.0177,0.0,0.9163,0.0084,0.8954,0.0084,0.00186,0.00186,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,1710,0.023,46,0.8998,0.0155,0.9162,0.0894,0.8993,0.0158,0.915,0.0207,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl,home,0.1,lac,mondrian,8000,6937,0.027,216,0.8949,0.0095,0.8973,0.0511,0.8948,0.0096,0.9118,0.0184,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,sph,away,0.1,lac,mondrian,8000,7671,0.00287,23,0.9741,0.0033,0.9546,0.0252,0.9741,0.0033,0.9756,0.0045,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.01015,81,0.8892,0.0106,0.6415,0.0737,0.8917,0.0107,0.906,0.0197,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,georgia,away,0.1,lac,mondrian,4115,4115,0.02187,90,0.8783,0.011,0.7793,0.0748,0.8805,0.0112,0.8996,0.0219,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,cpsc,away,0.1,lac,mondrian,4124,4124,0.0274,113,0.8889,0.01,0.6908,0.0732,0.8945,0.0102,0.9032,0.0205,0.0014,0.96469,0,0,1000.8,1000.8,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,1710,0.023,46,0.9005,0.0148,0.0246,0.0244,0.9219,0.0152,0.9005,0.0149,0.00193,0.00193,0,0,1000.8,995.0,200
ptbxl,LBBB,ptbxl,home,0.1,lac,weighted,8000,6937,0.027,216,0.8948,0.0074,0.0135,0.0013,0.9193,0.0076,0.8955,0.0075,0.00191,0.00191,0,0,1000.8,999.0,200
ptbxl,LBBB,sph,away,0.1,lac,weighted,8000,7671,0.00287,23,0.9839,0.0143,0.43,0.4963,0.9855,0.0129,1.4139,0.5104,0.00142,0.0014,86,86,1000.8,982.8,200
ptbxl,LBBB,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.01015,81,0.89,0.0105,0.0123,0.0,0.899,0.0106,0.8915,0.0105,0.00151,0.0015,0,0,1000.8,988.1,200
ptbxl,LBBB,georgia,away,0.1,lac,weighted,4115,4115,0.02187,90,0.8808,0.0075,0.0,0.0,0.9005,0.0077,0.8825,0.0075,0.00176,0.00176,0,0,1000.8,999.1,200
ptbxl,LBBB,cpsc,away,0.1,lac,weighted,4124,4124,0.0274,113,0.8883,0.0074,0.0177,0.0,0.9128,0.0076,0.8919,0.0076,0.00176,0.00176,0,0,1000.8,999.1,200
ptbxl,LBBB,ptbxl-calibration-holdout,calibration holdout,0.1,aps,none,2000,1710,0.023,46,0.9006,0.0136,0.7738,0.0815,0.9036,0.0133,0.9147,0.0138,0.904,0.904,0,0,1000.8,1000.8,200
